category,attribute1,attribute2,word_overlap,string_similarity,combined_score
favoritesAndPreferences,favorite movie: pretty woman,movie: Pretty Woman,0.75,0.81,1.56
favoritesAndPreferences,favorite movie: Gone with the Wind,likes movie Gone with the Wind,0.71,0.84,1.56
favoritesAndPreferences,Ford F-150,owns Ford F-150,0.75,0.8,1.55
favoritesAndPreferences,favorite food: pepperoni pizza,favorite food: pizza,0.75,0.8,1.55
favoritesAndPreferences,fast motorcycle,has fast motorcycle,0.67,0.88,1.55
favoritesAndPreferences,The Tale of Genii,The Tale of Genji,0.6,0.94,1.54
favoritesAndPreferences,color: red-orange,favorite color: red-orange,0.75,0.79,1.54
favoritesAndPreferences,favorite movie: 16 Candles,movie: 16 Candles,0.75,0.79,1.54
favoritesAndPreferences,favorite movie: Magic Mike,movie: Magic Mike,0.75,0.79,1.54
favoritesAndPreferences,likes thigh-high leather boots,prefers thigh-high leather boots,0.67,0.87,1.54
favoritesAndPreferences,color: orange,color: red-orange,0.67,0.87,1.53
favoritesAndPreferences,dislikes meat,dislikes red meat,0.67,0.87,1.53
favoritesAndPreferences,favorite food pizza,favorite food: pepperoni pizza,0.75,0.78,1.53
favoritesAndPreferences,Twilight book series,Twilight series,0.67,0.86,1.52
favoritesAndPreferences,likes Gone with the Wind,movie: Gone with the Wind,0.67,0.86,1.52
favoritesAndPreferences,likes chocolate,likes chocolate cake,0.67,0.86,1.52
favoritesAndPreferences,likes chocolate,likes chocolate milk,0.67,0.86,1.52
favoritesAndPreferences,chevrolet duramax,chevrolet duramax truck,0.67,0.85,1.52
favoritesAndPreferences,prefers late summer,prefers summer,0.67,0.85,1.52
favoritesAndPreferences,eat maple syrup,maple syrup,0.67,0.85,1.51
favoritesAndPreferences,favorite movie Magic Mike,movie: Magic Mike,0.75,0.76,1.51
favoritesAndPreferences,Baltimore Ravens,likes Baltimore Ravens,0.67,0.84,1.51
favoritesAndPreferences,Starbucks coffee,likes Starbucks coffee,0.67,0.84,1.51
favoritesAndPreferences,likes Starbucks coffee,starbucks coffee,0.67,0.84,1.51
favoritesAndPreferences,Chevrolet car,owns Chevrolet car,0.67,0.84,1.51
favoritesAndPreferences,chevrolet car,owns Chevrolet car,0.67,0.84,1.51
favoritesAndPreferences,eating out with family,eats out with family,0.6,0.9,1.5
favoritesAndPreferences,Toronto Raptors,likes Toronto Raptors,0.67,0.83,1.5
favoritesAndPreferences,chicken nuggets,likes chicken nuggets,0.67,0.83,1.5
favoritesAndPreferences,color purple,purple color,1.0,0.5,1.5
favoritesAndPreferences,curly hair,curly red hair,0.67,0.83,1.5
favoritesAndPreferences,drives car,drives red car,0.67,0.83,1.5
favoritesAndPreferences,likes mashed potatoes,mashed potatoes,0.67,0.83,1.5
favoritesAndPreferences,purple clothing,wears purple clothing,0.67,0.83,1.5
favoritesAndPreferences,likes coffee,likes iced coffee,0.67,0.83,1.49
favoritesAndPreferences,red lipstick,uses red lipstick,0.67,0.83,1.49
favoritesAndPreferences,chocolate cake,likes chocolate cake,0.67,0.82,1.49
favoritesAndPreferences,chocolate milk,likes chocolate milk,0.67,0.82,1.49
favoritesAndPreferences,huge paintings,likes huge paintings,0.67,0.82,1.49
favoritesAndPreferences,eats maple syrup,maple syrup,0.67,0.81,1.48
favoritesAndPreferences,metal music,rage metal music,0.67,0.81,1.48
favoritesAndPreferences,favorite cuisine: Indian food,favorite cuisine: Mexican food,0.6,0.88,1.48
favoritesAndPreferences,color: purple,purple color,1.0,0.48,1.48
favoritesAndPreferences,Justin Bieber,likes Justin Bieber,0.67,0.81,1.48
favoritesAndPreferences,country music,likes country music,0.67,0.81,1.48
favoritesAndPreferences,country music,loves country music,0.67,0.81,1.48
favoritesAndPreferences,leather smell,likes leather smell,0.67,0.81,1.48
favoritesAndPreferences,likes Starbucks,likes Starbucks coffee,0.67,0.81,1.48
favoritesAndPreferences,color: pink,pink color,1.0,0.48,1.48
favoritesAndPreferences,admire Rita Hayworth,admires Rita Hayworth,0.5,0.98,1.48
favoritesAndPreferences,hamilton (musical),musical Hamilton,1.0,0.47,1.47
favoritesAndPreferences,eat maple syrup,eats maple syrup,0.5,0.97,1.47
favoritesAndPreferences,Ford truck,owns Ford truck,0.67,0.8,1.47
favoritesAndPreferences,Italian food,likes Italian food,0.67,0.8,1.47
favoritesAndPreferences,Italian food,likes italian food,0.67,0.8,1.47
favoritesAndPreferences,McDonald's,eats McDonald's,0.67,0.8,1.47
favoritesAndPreferences,Rise Against,likes Rise Against,0.67,0.8,1.47
favoritesAndPreferences,brown hair,long brown hair,0.67,0.8,1.47
favoritesAndPreferences,drinks iced tea,drinks tea,0.67,0.8,1.47
favoritesAndPreferences,drives Honda,drives Honda Civic,0.67,0.8,1.47
favoritesAndPreferences,drives Honda,drives honda civic,0.67,0.8,1.47
favoritesAndPreferences,drives blue car,drives car,0.67,0.8,1.47
favoritesAndPreferences,drives blue van,drives van,0.67,0.8,1.47
favoritesAndPreferences,drives car,drives fast car,0.67,0.8,1.47
favoritesAndPreferences,drives car,drives nice car,0.67,0.8,1.47
favoritesAndPreferences,eats McDonald's,mcdonald's,0.67,0.8,1.47
favoritesAndPreferences,fast car,has fast car,0.67,0.8,1.47
favoritesAndPreferences,ford mustang,likes Ford Mustang,0.67,0.8,1.47
favoritesAndPreferences,ginger snaps,likes ginger snaps,0.67,0.8,1.47
favoritesAndPreferences,italian food,likes Italian food,0.67,0.8,1.47
favoritesAndPreferences,italian food,likes italian food,0.67,0.8,1.47
favoritesAndPreferences,likes Mexican food,mexican food,0.67,0.8,1.47
favoritesAndPreferences,likes cheese,likes cheese taste,0.67,0.8,1.47
favoritesAndPreferences,likes fast food,likes food,0.67,0.8,1.47
favoritesAndPreferences,likes food,likes junk food,0.67,0.8,1.47
favoritesAndPreferences,likes mashed potatoes,likes potatoes,0.67,0.8,1.47
favoritesAndPreferences,likes purple,likes purple color,0.67,0.8,1.47
favoritesAndPreferences,likes purple color,purple color,0.67,0.8,1.47
favoritesAndPreferences,favorite movie: Goodfellas,movie: Goodfellas,0.67,0.79,1.46
favoritesAndPreferences,does not eat bread,does not eat meat,0.6,0.86,1.46
favoritesAndPreferences,prefers purple clothing,purple clothing,0.67,0.79,1.46
favoritesAndPreferences,Sprite soda,likes Sprite soda,0.67,0.79,1.45
favoritesAndPreferences,iced coffee,likes iced coffee,0.67,0.79,1.45
favoritesAndPreferences,indian food,likes Indian food,0.67,0.79,1.45
favoritesAndPreferences,indian food,likes indian food,0.67,0.79,1.45
favoritesAndPreferences,likes The Beatles,the Beatles,0.67,0.79,1.45
favoritesAndPreferences,likes The Beatles,the beatles,0.67,0.79,1.45
favoritesAndPreferences,likes Toyota cars,toyota cars,0.67,0.79,1.45
favoritesAndPreferences,likes maple syrup,maple syrup,0.67,0.79,1.45
favoritesAndPreferences,likes the Beatles,the Beatles,0.67,0.79,1.45
favoritesAndPreferences,likes the Beatles,the beatles,0.67,0.79,1.45
favoritesAndPreferences,prefers reading over movies,prefers reading over sports,0.6,0.85,1.45
favoritesAndPreferences,prefers tall people,prefers taller people,0.5,0.95,1.45
favoritesAndPreferences,eats fast food,eats food,0.67,0.78,1.45
favoritesAndPreferences,eats fast food,fast food,0.67,0.78,1.45
favoritesAndPreferences,eats fish,eats only fish,0.67,0.78,1.45
favoritesAndPreferences,eats food,eats junk food,0.67,0.78,1.45
favoritesAndPreferences,eats ice cream,ice cream,0.67,0.78,1.45
favoritesAndPreferences,eats junk food,junk food,0.67,0.78,1.45
favoritesAndPreferences,dislikes country music,dislikes music,0.67,0.78,1.44
favoritesAndPreferences,drives Ford Mustang,ford mustang,0.67,0.77,1.44
favoritesAndPreferences,drives Lexus,drives silver Lexus,0.67,0.77,1.44
favoritesAndPreferences,drives Lexus,drives silver lexus,0.67,0.77,1.44
favoritesAndPreferences,drives silver Lexus,silver Lexus,0.67,0.77,1.44
favoritesAndPreferences,drives silver lexus,silver Lexus,0.67,0.77,1.44
favoritesAndPreferences,jimi hendrix,music: Jimi Hendrix,0.67,0.77,1.44
favoritesAndPreferences,favorite band Nightfish,favorite band: Nightwish,0.5,0.94,1.44
favoritesAndPreferences,Bruno Mars,likes Bruno Mars,0.67,0.77,1.44
favoritesAndPreferences,Jason Mraz,likes Jason Mraz,0.67,0.77,1.44
favoritesAndPreferences,Katy Perry,likes Katy Perry,0.67,0.77,1.44
favoritesAndPreferences,McDonald's,likes McDonald's,0.67,0.77,1.44
favoritesAndPreferences,McDonald's,likes mcdonald's,0.67,0.77,1.44
favoritesAndPreferences,VNV Nation,likes VNV Nation,0.67,0.77,1.44
favoritesAndPreferences,brown hair,curly brown hair,0.67,0.77,1.44
favoritesAndPreferences,brown hair,sandy brown hair,0.67,0.77,1.44
favoritesAndPreferences,bruno mars,likes Bruno Mars,0.67,0.77,1.44
favoritesAndPreferences,curly brown hair,curly hair,0.67,0.77,1.44
favoritesAndPreferences,drinks green tea,drinks tea,0.67,0.77,1.44
favoritesAndPreferences,drives black car,drives car,0.67,0.77,1.44
favoritesAndPreferences,drives large van,drives van,0.67,0.77,1.44
favoritesAndPreferences,eating out,likes eating out,0.67,0.77,1.44
favoritesAndPreferences,ed sheeran,likes Ed Sheeran,0.67,0.77,1.44
favoritesAndPreferences,favorite food: hamburger,food: hamburger,0.67,0.77,1.44
favoritesAndPreferences,likes Coors beer,likes beer,0.67,0.77,1.44
favoritesAndPreferences,likes McDonald's,mcdonald's,0.67,0.77,1.44
favoritesAndPreferences,likes blue,likes blue color,0.67,0.77,1.44
favoritesAndPreferences,likes fish,likes fried fish,0.67,0.77,1.44
favoritesAndPreferences,likes mcdonald's,mcdonald's,0.67,0.77,1.44
favoritesAndPreferences,likes raw onions,raw onions,0.67,0.77,1.44
favoritesAndPreferences,likes rock music,rock music,0.67,0.77,1.44
favoritesAndPreferences,favorite food: burger,favorite food: hamburger,0.5,0.93,1.43
favoritesAndPreferences,favorite musical: Hamilton,musical Hamilton,0.67,0.76,1.43
favoritesAndPreferences,dislikes country music,likes country music,0.5,0.93,1.43
favoritesAndPreferences,favorite color: green,favorite color: grey,0.5,0.93,1.43
favoritesAndPreferences,favorite food: nachos,favorite food: tacos,0.5,0.93,1.43
favoritesAndPreferences,Ford Taurus,drives Ford Taurus,0.67,0.76,1.43
favoritesAndPreferences,color green,color hunter green,0.67,0.76,1.43
favoritesAndPreferences,favorite food hamburger,food hamburger,0.67,0.76,1.42
favoritesAndPreferences,dislikes Mexican food,likes Mexican food,0.5,0.92,1.42
favoritesAndPreferences,dislikes mexican food,likes Mexican food,0.5,0.92,1.42
favoritesAndPreferences,favorite color: grey,favorite color: red,0.5,0.92,1.42
favoritesAndPreferences,favorite band Toto,favorite band: Tool,0.5,0.92,1.42
favoritesAndPreferences,Coca-Cola,likes Coca-Cola,0.67,0.75,1.42
favoritesAndPreferences,Dr Pepper,likes Dr Pepper,0.67,0.75,1.42
favoritesAndPreferences,Star Wars,likes Star Wars,0.67,0.75,1.42
favoritesAndPreferences,The Last of the Mohicans,favorite movie: The Last of the Mohicans,0.67,0.75,1.42
favoritesAndPreferences,coca-cola,likes Coca-Cola,0.67,0.75,1.42
favoritesAndPreferences,cold weather,prefers cold weather,0.67,0.75,1.42
favoritesAndPreferences,fast food,likes fast food,0.67,0.75,1.42
favoritesAndPreferences,hot wings,likes hot wings,0.67,0.75,1.42
favoritesAndPreferences,ice cream,likes ice cream,0.67,0.75,1.42
favoritesAndPreferences,junk food,likes junk food,0.67,0.75,1.42
favoritesAndPreferences,likes pop music,pop music,0.67,0.75,1.42
favoritesAndPreferences,likes rap music,rap music,0.67,0.75,1.42
favoritesAndPreferences,likes red,likes red color,0.67,0.75,1.42
favoritesAndPreferences,long brown hair,long hair,0.67,0.75,1.42
favoritesAndPreferences,red purse,wears red purse,0.67,0.75,1.42
favoritesAndPreferences,red shoes,wears red shoes,0.67,0.75,1.42
favoritesAndPreferences,Dancing with the Stars,favorite show: Dancing with the Stars,0.67,0.75,1.41
favoritesAndPreferences,color: orange,favorite color: orange,0.67,0.74,1.41
favoritesAndPreferences,color: purple,favorite color: purple,0.67,0.74,1.41
favoritesAndPreferences,color: yellow,favorite color: yellow,0.67,0.74,1.41
favoritesAndPreferences,country music,dislikes country music,0.67,0.74,1.41
favoritesAndPreferences,dislikes disney movies,disney movies,0.67,0.74,1.41
favoritesAndPreferences,favorite movie Titanic,movie Titanic,0.67,0.74,1.41
favoritesAndPreferences,dislikes fast food,likes fast food,0.5,0.91,1.41
favoritesAndPreferences,favorite food hamburger,favorite food: burger,0.5,0.91,1.41
favoritesAndPreferences,eats bacon for breakfast,eats eggs for breakfast,0.6,0.81,1.41
favoritesAndPreferences,favorite band: The Beatles,favorite band: The Muggers,0.6,0.81,1.41
favoritesAndPreferences,Ford truck,drives Ford truck,0.67,0.74,1.41
favoritesAndPreferences,Magic Mike,movie: Magic Mike,0.67,0.74,1.41
favoritesAndPreferences,color: red,color: red-orange,0.67,0.74,1.41
favoritesAndPreferences,likes Indian food,likes food,0.67,0.74,1.41
favoritesAndPreferences,likes Sprite soda,likes soda,0.67,0.74,1.41
favoritesAndPreferences,likes food,likes indian food,0.67,0.74,1.41
favoritesAndPreferences,favorite band: Red Hot Chili Peppers,red hot chili peppers,0.67,0.74,1.4
favoritesAndPreferences,favorite food hamburger,food: hamburger,0.67,0.74,1.4
favoritesAndPreferences,favorite food: hamburger,food hamburger,0.67,0.74,1.4
favoritesAndPreferences,likes Superman,likes superhero Superman,0.67,0.74,1.4
favoritesAndPreferences,color green,color: hunter green,0.67,0.73,1.4
favoritesAndPreferences,favorite band The Beatles,favorite band The Muggers,0.6,0.8,1.4
favoritesAndPreferences,favorite band The Beatles,favorite band the muggers,0.6,0.8,1.4
favoritesAndPreferences,favorite color green,favorite color: grey,0.5,0.9,1.4
favoritesAndPreferences,favorite color: green,favorite color: red,0.5,0.9,1.4
favoritesAndPreferences,favorite food: steak,favorite food: steak well-done,0.6,0.8,1.4
favoritesAndPreferences,prefers Toyota cars,toyota cars,0.67,0.73,1.4
favoritesAndPreferences,prefers cartoons over movies,prefers reading over movies,0.6,0.8,1.4
favoritesAndPreferences,favorite color green,favorite color red,0.5,0.89,1.39
favoritesAndPreferences,favorite color red,favorite color: grey,0.5,0.89,1.39
favoritesAndPreferences,likes country music,loves country music,0.5,0.89,1.39
favoritesAndPreferences,Anne of Green Gables,favorite book: Anne of Green Gables,0.67,0.73,1.39
favoritesAndPreferences,curly red hair,red hair,0.67,0.73,1.39
favoritesAndPreferences,dislikes Mexican food,mexican food,0.67,0.73,1.39
favoritesAndPreferences,dislikes mexican food,mexican food,0.67,0.73,1.39
favoritesAndPreferences,favorite movie Titanic,movie: Titanic,0.67,0.72,1.39
favoritesAndPreferences,likes cold showers,takes cold showers,0.5,0.89,1.39
favoritesAndPreferences,likes exclamation marks,uses exclamation marks,0.5,0.89,1.39
favoritesAndPreferences,Diet Coke,drinks Diet Coke,0.67,0.72,1.39
favoritesAndPreferences,blue eyes,bright blue eyes,0.67,0.72,1.39
favoritesAndPreferences,favorite band The Beatles,favorite band: The Muggers,0.6,0.78,1.38
favoritesAndPreferences,favorite band The Muggers,favorite band: The Beatles,0.6,0.78,1.38
favoritesAndPreferences,favorite band the muggers,favorite band: The Beatles,0.6,0.78,1.38
favoritesAndPreferences,tries different beers,trying different beers,0.5,0.88,1.38
favoritesAndPreferences,drives car,drives foreign car,0.67,0.71,1.38
favoritesAndPreferences,likes Italian food,likes food,0.67,0.71,1.38
favoritesAndPreferences,likes Mexican food,likes food,0.67,0.71,1.38
favoritesAndPreferences,likes food,likes italian food,0.67,0.71,1.38
favoritesAndPreferences,prefers rock music,rock music,0.67,0.71,1.38
favoritesAndPreferences,favorite color: black,favorite color: blue,0.5,0.88,1.38
favoritesAndPreferences,favorite color: orange,favorite color: red,0.5,0.88,1.38
favoritesAndPreferences,favorite color: purple,favorite color: red,0.5,0.88,1.38
favoritesAndPreferences,prefers black clothes,prefers dark clothes,0.5,0.88,1.38
favoritesAndPreferences,color green,favorite color green,0.67,0.71,1.38
favoritesAndPreferences,color: blue,favorite color: blue,0.67,0.71,1.38
favoritesAndPreferences,color: pink,favorite color: pink,0.67,0.71,1.38
favoritesAndPreferences,favorite food steak,favorite food: steak well-done,0.6,0.78,1.38
favoritesAndPreferences,color purple,favorite color: purple,0.67,0.71,1.37
favoritesAndPreferences,likes Starbucks coffee,likes coffee,0.67,0.71,1.37
favoritesAndPreferences,favorite band: Creed,favorite band: Ween,0.5,0.87,1.37
favoritesAndPreferences,favorite color green,favorite color: red,0.5,0.87,1.37
favoritesAndPreferences,favorite color red,favorite color: green,0.5,0.87,1.37
